molecule_chembl_id,canonical_smiles,activity_class,MW,LogP,NumHDonors,NumHAcceptors,pIC50
CHEMBL1374578,O=C(O)c1ccccc1C(=O)c1ccc(Sc2ccc(Cl)cc2)c([N+](=O)[O-])c1,inactive,413.8380000000001,5.328600000000003,1.0,5.0,4.454816631784594
CHEMBL1547715,O=C1NC(=O)C(=Cc2ccc3ccccc3c2)C(=O)N1,inactive,266.256,1.5891999999999997,2.0,3.0,4.294136287716081
CHEMBL1711303,Cc1ccc(SC2=C(N(C)C)C(=O)c3ccccc3C2=O)cc1,inactive,323.4170000000001,3.9395200000000026,0.0,4.0,4.187353983766881
CHEMBL1334452,O=C(NCCO)c1ccc2nc(-c3ccco3)c(-c3ccco3)nc2c1,inactive,349.34600000000006,2.871900000000001,2.0,6.0,4.169668006548038
CHEMBL1476673,COc1cc(/C=C2\SC(=S)N(CCCCC(=O)O)C2=O)ccc1OS(=O)(=O)c1ccc(C)cc1,inactive,521.6380000000003,4.227420000000003,1.0,8.0,4.400007822415902
CHEMBL1390702,CSC1=NSC2=NC(=O)/C(=C\c3c[nH]c4ccccc34)C(=N)N12,inactive,341.42100000000005,3.10757,2.0,5.0,4.0
CHEMBL1322139,CC(=O)n1cc(C=C2C(=O)NC(=O)NC2=O)c2ccccc21,inactive,297.27000000000004,1.0507999999999997,2.0,5.0,4.368556230986828
CHEMBL3144954,O=c1c(Sc2ccccc2)c(C(F)(F)F)[nH]n1-c1ccccc1,inactive,336.338,4.335600000000002,1.0,3.0,4.225191169689294
CHEMBL1480398,Cc1sc(C(C2C(=O)CC(C)(C)CC2=O)C2C(=O)CC(C)(C)CC2=O)cc1[N+](=O)[O-],inactive,433.52600000000024,4.1971200000000035,0.0,7.0,4.531652669587842
CHEMBL1602234,O=C(O)CN1C(=O)/C(=C\c2cccc(OCc3ccc(F)cc3)c2)SC1=S,inactive,403.456,3.690500000000003,1.0,5.0,4.370794342897696
CHEMBL1334552,O=C1C(Cl)=C(N2CCOCC2)C(=O)N1c1ccccc1Cl,inactive,327.16700000000003,1.9958,0.0,4.0,4.63320361671327
CHEMBL1350958,O=C(O)c1ccccc1-c1ccccc1C(=O)Nc1ccc(-c2nc3cc(Cl)ccc3o2)cc1,inactive,468.89600000000013,6.765700000000004,2.0,4.0,4.267365032460805
CHEMBL1558809,Cc1ccc(N2C(=O)NC(=O)/C(=C/c3ccc(OC(=O)c4cccs4)cc3)C2=O)cc1,inactive,432.4570000000001,3.9421200000000027,1.0,6.0,4.256882374785258
CHEMBL1430245,COc1ccc(/C=C2/SC(=S)N(NS(=O)(=O)c3ccc(C)cc3)C2=O)cc1,inactive,420.5370000000002,3.098320000000002,1.0,6.0,4.24504041227829
CHEMBL1423198,Cc1n[nH]c(O)c1C(c1ccc(-c2ccc(C(=O)O)cc2)o1)c1c(C)n[nH]c1O,inactive,394.3870000000001,3.2992400000000015,5.0,6.0,4.036968124946101
CHEMBL1390936,CCOC(=O)c1c(-c2ccc(C)c(C)c2)csc1NC(=O)C1CC=CCC1C(=O)O,inactive,427.5220000000002,4.814140000000004,2.0,5.0,4.361910278015494
CHEMBL3145017,CCc1c(C)[nH]n(-c2ccc(Oc3ccccc3)c(S(=O)(=O)O)c2)c1=O,inactive,374.4180000000001,3.0754200000000003,2.0,5.0,4.073246094810263
CHEMBL1406745,Cc1ccc(C2C(C(=O)c3ccc(Br)cc3)=C(O)C(=O)N2Cc2ccco2)o1,inactive,442.2650000000002,4.722020000000003,1.0,5.0,4.0
CHEMBL1469314,O=C1NC(=O)C(=Cc2ccc(Oc3ccc([N+](=O)[O-])cc3)cc2)C(=O)N1,inactive,353.29,2.1364999999999994,2.0,6.0,4.462180904926726
CHEMBL1547740,O=C(O)CCCN1C(=O)/C(=C\c2ccccc2OCc2ccccc2)SC1=S,inactive,413.52000000000015,4.3316000000000034,1.0,5.0,4.435689090039397
CHEMBL1410383,COC(=O)CCC(=O)OC1(C)C(=O)C2=CN(C3CC3)C(c3ccc(OC)cc3)=CC2=C(Br)C1=O,inactive,530.3710000000002,3.4539000000000017,0.0,8.0,4.0
CHEMBL1602380,Cc1ccc(S(=O)(=O)N2[C@@H](c3cccc(Cl)c3)C(C(=O)O)=CC[C@H]2c2ccc(Cl)c(Cl)c2)cc1,inactive,536.8640000000003,6.843220000000004,1.0,3.0,4.237396450433197
CHEMBL1597458,Cl.O=C(Nc1cc(S(=O)(=O)N2CCCCC2)ccc1O)c1ccccc1NS(=O)(=O)c1ccc(F)cc1,inactive,570.0640000000002,4.180800000000003,3.0,6.0,4.1683221508085335
CHEMBL1413174,CCCCOc1ccc(Nc2cc(Cl)ccc2C(=O)O)cn1,inactive,320.776,4.355700000000003,2.0,4.0,4.223444089296738
CHEMBL1901559,N#CC(=C1C=C(Br)C(=NO)C=C1Cl)c1ccc(Cl)cc1,inactive,370.033,4.862480000000002,1.0,3.0,4.20453710560962
CHEMBL1333593,COc1cc(C(=O)Nc2scc(-c3ccc(Br)cc3)c2C(=O)O)cc(OC)c1OC,inactive,492.34700000000026,5.153900000000004,2.0,6.0,4.236871623200863
CHEMBL1402117,Oc1nc(S)nc2c1C(c1ccc(Br)cc1)c1c(O)nc(S)nc1O2,inactive,437.3000000000002,3.3036000000000003,4.0,9.0,4.132473588800257
CHEMBL1469489,O=C(O)CCN1C(=O)/C(=C\c2cccc(OCC(=O)Nc3ccc(Cl)cc3)c2)SC1=S,inactive,476.96300000000014,4.033400000000003,2.0,6.0,4.4566770993530875
CHEMBL1519860,O=C1NC(=S)NC(=O)C12C(c1ccccc1)N=C(S)NC2c1ccccc1,inactive,396.49700000000007,1.8752999999999993,4.0,5.0,4.158765704493959
CHEMBL1327479,Cc1ccc(S(=O)(=O)NN2C(=O)/C(=C/c3cccc(F)c3)SC2=S)cc1,inactive,408.5010000000001,3.2288200000000016,1.0,5.0,4.566070234391536
CHEMBL1609490,O=[N+]([O-])c1ccc(-[n+]2ccc3ccccc3c2)c([N+](=O)[O-])c1.[Cl-],inactive,331.71500000000003,-0.06310000000000016,0.0,4.0,4.0
CHEMBL1362734,CCn1nc([N+](=O)[O-])c(C(C#N)c2nc3cc(C(F)(F)F)ccc3s2)c(Cl)c1=O,inactive,443.79400000000004,4.108780000000001,0.0,8.0,4.2403321553103694
CHEMBL1731022,CSc1nc(O)c(C(c2ccc(OC(C)C)cc2)c2c(O)nc(SC)nc2O)c(O)n1,inactive,462.55300000000017,3.5002000000000013,4.0,11.0,4.483332440900957
CHEMBL1579562,O=C1C(Cl)=C(N2CCCC2)C(=O)N1c1ccccc1F,inactive,294.71299999999997,2.2451,0.0,3.0,4.073657553374345
CHEMBL1730974,O=S(=O)(O)c1ccc(O)c2cc(Nc3ccccc3)ccc12,inactive,315.35,3.535700000000001,3.0,4.0,4.698102282804792
CHEMBL1441315,Cc1cc(S(=O)(=O)ON2C(=O)c3ccccc3C2=O)ccc1F,inactive,335.31200000000007,2.0506200000000003,0.0,5.0,4.0
CHEMBL1563712,CN1C(=O)NC(=O)/C(=C/c2ccc([N+](=O)[O-])s2)C1=O,inactive,281.249,0.7479,1.0,6.0,4.7594507517174005
CHEMBL1878916,O=C(O)CN1C(=O)C=CC1=O,inactive,155.10899999999998,-1.004,1.0,3.0,4.0
CHEMBL1469463,Cc1ccccc1N1C(=O)NC(=O)/C(=C\c2cnn(-c3ccccc3)c2)C1=O,inactive,372.3840000000001,2.847120000000001,1.0,5.0,4.0
CHEMBL1311185,O=C(Nc1ccccc1)C1=C(c2ccccc2)S(=O)(=O)CCS1(=O)=O,inactive,377.44300000000015,1.8371,1.0,5.0,4.0
CHEMBL234338,O=c1cc(-c2ccc(O)cc2)oc2c(O)c(O)c(O)c(O)c12,inactive,302.238,1.9880000000000004,5.0,7.0,4.0
CHEMBL1311109,CC(C)(C)c1ccc(C(=O)CC(Sc2ccc(Cl)cc2)C(=O)O)cc1,inactive,376.9050000000001,5.455800000000004,1.0,3.0,4.419303060287564
CHEMBL3212315,COc1ccc(/C=c2\sc3nc(=O)c(C)nn3c2=O)c(OC)c1,inactive,331.35300000000007,0.38451999999999975,0.0,8.0,4.656394491895828
CHEMBL1327390,CCOc1ccc(/C=C2\SC(=S)N(CCC(=O)Nc3ccccc3C(=O)O)C2=O)cc1,inactive,456.54500000000013,4.013500000000002,2.0,6.0,4.533577277566208
CHEMBL3193134,O=C(CCN1CCN(c2ccccc2)CC1)N/N=C/c1ccc(O)c(O)c1O,inactive,384.43600000000015,1.4657999999999993,4.0,7.0,4.52201102374911
CHEMBL1711432,COc1cc(NCCCCCCN)c2ncccc2c1OC,inactive,303.40600000000006,3.1830000000000007,2.0,5.0,4.0
CHEMBL1311053,CCc1sc(C(C2C(=O)CC(C)(C)CC2=O)C2C(=O)CC(C)(C)CC2=O)cc1[N+](=O)[O-],inactive,447.5530000000002,4.451100000000005,0.0,7.0,4.785951320588058
CHEMBL1590814,Cc1oc2c(C)c3oc(=O)c(CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc4ccccc4)C(=O)O)c(C)c3cc2c1C,inactive,560.6470000000002,4.658380000000004,3.0,6.0,4.139123203596702
CHEMBL1711524,Cc1ccc([C@@H]2CC=C(C(=O)O)[C@H](c3ccc(Br)cc3)N2S(=O)(=O)c2ccccc2C)cc1,inactive,526.4520000000002,5.953940000000006,1.0,3.0,4.469032318428085
CHEMBL1492642,CC(/C=C1\SC(=S)N(NS(=O)(=O)c2ccc(C)cc2)C1=O)=C\c1ccccc1,inactive,430.5760000000002,4.036020000000002,1.0,5.0,4.567351339986893
CHEMBL1712164,CC(C)c1ccc(N2C(=O)C(Cl)=C(N3CCOCC3)C2=O)cc1,inactive,334.80300000000005,2.4658000000000007,0.0,4.0,4.158765704493959
CHEMBL1391235,COc1cc(O)cc2cc3c(c(O)c12)C(=O)CC(C)(O)O3,inactive,290.27099999999996,1.9333000000000005,3.0,6.0,4.418619311290013
CHEMBL1879156,Cc1ccc(S(=O)(=O)Oc2ccccc2C=C2C(=O)NC(=O)NC2=O)cc1,inactive,386.3850000000001,1.5121200000000001,2.0,6.0,4.434742656579786
CHEMBL1712082,CC1=C(O)C(=O)C=C2C1=CC=C1C2(C)CCC2(C)C3CC(C)(C(=O)O)CCC3(C)CCC12C,inactive,450.61900000000037,6.697700000000006,2.0,3.0,4.706416486503883
CHEMBL1384008,O=C(c1ccc(NC(=O)C(c2ccccc2)c2ccccc2)cc1)c1ccc(C(=O)O)c(C(=O)O)c1,inactive,479.4880000000002,5.0846000000000044,3.0,4.0,4.239276027858049
CHEMBL1449334,CSc1nnc(-c2ccco2)c(-c2ccco2)n1,inactive,259.29,3.113500000000002,0.0,6.0,4.061280185217617
CHEMBL1327612,COc1cccc(/C=C/c2nc(O)nc(O)c2[N+](=O)[O-])c1O,inactive,305.24600000000004,1.6806000000000005,3.0,8.0,4.139841738681722
CHEMBL1469698,COc1ccc(C(=O)c2coc3c2C(=O)C(=O)c2ccccc2-3)cc1,inactive,332.311,3.5652000000000017,0.0,5.0,4.462306805632609
CHEMBL1900163,CCN(CCCNc1cc2c(c(N)c1S(=O)(=O)O)C(=O)c1ccccc1C2=O)c1ccccc1,inactive,479.55800000000016,3.6194000000000015,3.0,7.0,4.500725418107782
CHEMBL1587073,CCCCN(CCCC)c1ccc(C(=O)c2ccccc2C(=O)O)c(O)c1,inactive,369.46100000000007,4.728000000000005,2.0,4.0,4.355758414156272
CHEMBL1462469,COc1ccc(-c2csc(NC(=O)CSc3nc(C)nc4sc(C(=O)O)c(C)c34)n2)cc1,inactive,486.6000000000002,4.869240000000003,2.0,9.0,4.033013974882062
CHEMBL1541029,C=CCOc1cccc(C2C(C(=O)c3cc4ccccc4o3)=C(O)C(=O)N2c2cc(C)on2)c1,inactive,456.45400000000024,5.076920000000005,1.0,7.0,4.313185045492683
CHEMBL1731834,Cc1ccc(S(=O)(=O)N2[C@@H](c3ccc(Br)cc3)C(C(=O)O)=CC[C@H]2c2ccc(C(C)C)cc2)cc1,inactive,554.5060000000003,6.768920000000006,1.0,3.0,4.483068191131987
CHEMBL3197141,Cc1cc(C(=O)N/N=C/c2ccc(O)c(O)c2O)c(C)n1-c1ccccc1,inactive,365.3890000000001,2.9748400000000013,4.0,6.0,4.377268034835281
CHEMBL1554169,O=C(O)/C=C/C(=O)c1ccc2c(c1)CCc1ccccc1-2,inactive,278.307,3.2757000000000023,1.0,2.0,4.640923773940737
CHEMBL1731730,Oc1c(Cl)cccc1Cc1cc(Cl)cc(Cl)c1O,inactive,303.572,4.648800000000002,2.0,2.0,4.342370568611048
CHEMBL3198550,N#C/C(=C\c1cccc(Cl)c1)C(=O)c1ccccc1,inactive,267.715,4.129880000000003,0.0,2.0,4.193413065672197
CHEMBL1579924,COc1cccc(/C=C2\SC(=S)N(NS(=O)(=O)c3ccccc3)C2=O)c1OC,inactive,436.53600000000023,2.7985000000000007,1.0,7.0,4.38605252321965
CHEMBL1592785,O=C(O)[C@H](Cc1ccccc1)N1C(=O)c2c(Cl)c(Cl)c(Cl)c(Cl)c2C1=O,inactive,433.0740000000002,4.592100000000002,1.0,3.0,4.6219656775426685
CHEMBL1879517,O=C(O)CN1C(=O)/C(=C\c2ccccc2OCc2ccccc2)SC1=S,inactive,385.466,3.5514000000000028,1.0,5.0,4.44660248987612
CHEMBL1430882,O=[N+]([O-])c1cc([N+](=O)[O-])c2c(Nc3ccccc3)n(-c3ccccc3)[n+]([O-])c2c1,inactive,391.34300000000013,3.8239000000000027,1.0,7.0,4.509900994936695
CHEMBL1985591,CC(=O)Oc1oc(-c2ccccc2)nc1/C=N/c1ccccc1,inactive,306.321,4.017500000000003,0.0,5.0,4.063737658096523
CHEMBL1423709,Cn1cccc1/C=C1/C(=O)NC(=S)N(Cc2ccc(F)cc2)C1=O,inactive,343.38300000000004,1.9910999999999999,1.0,4.0,4.0
CHEMBL1391547,O=C(O)c1ccc2c(c1)[C@@H]1C=CC[C@@H]1[C@H](c1ccccn1)N2,inactive,292.33799999999997,3.606300000000002,2.0,3.0,4.580374639112256
CHEMBL1532198,O=C(O)CN1C(=O)/C(=C\c2cc([N+](=O)[O-])ccc2OCc2ccccc2Cl)SC1=S,inactive,464.9080000000002,4.113000000000002,1.0,7.0,4.507099988891297
CHEMBL1462687,O=C(Nc1cccc(Oc2ccc(C(=O)O)c(C(=O)O)c2)c1)c1ccc(-c2ccccc2)cc1,inactive,453.4500000000001,5.7946000000000035,3.0,4.0,4.688882157337495
CHEMBL1335165,CSC(SC)=C(C#N)C(=O)c1ccccc1,inactive,249.36,3.3304800000000014,0.0,4.0,4.07242434530889
CHEMBL1732365,CC1=C(SCc2ccccc2)C(=O)c2ccccc2C1=O,inactive,294.37500000000006,4.273000000000003,0.0,3.0,4.1149216158507755
CHEMBL1587159,Cc1c(CCC(=O)O)c(=O)oc2c(C)c3occ(-c4ccc(Cl)cc4)c3cc12,inactive,396.826,5.493640000000004,1.0,4.0,4.374893424596532
CHEMBL1344289,COCCNC(=O)c1c(NC(=O)c2ccco2)n(Cc2ccccc2)c2nc3ccccc3nc12,inactive,469.5010000000002,3.854300000000003,2.0,7.0,4.0
CHEMBL1327721,O=[N+]([O-])c1c(NCCCO)cc(Sc2nc3ccccc3s2)c2nonc12,inactive,403.44500000000016,3.6862000000000013,2.0,10.0,4.637329070274333
CHEMBL1311708,O=C(O)CN1C(=O)/C(=C\c2cccc(OCc3ccc(Cl)cc3)c2)SC1=S,inactive,419.911,4.204800000000002,1.0,5.0,4.403842919083828
CHEMBL1462906,N#Cc1c(O)nc(SCc2cccc(C(F)(F)F)c2)nc1-c1ccccc1,inactive,387.386,5.031980000000003,1.0,5.0,4.369267107182804
CHEMBL1559165,CSc1sccc1/C=C(/C#N)C(=O)c1ccco1,inactive,275.354,3.8528800000000025,0.0,5.0,4.0
CHEMBL1462814,Nc1ncc(N=Nc2cc(C(=O)O)ccc2Cl)s1,inactive,282.712,3.492300000000001,2.0,6.0,4.133240216504892
CHEMBL1407205,O=C(Nc1sc2c(c1C(=O)O)CCCC2)c1cccc(Cl)c1,inactive,335.812,4.230800000000003,2.0,3.0,4.143754599209946
CHEMBL1548688,CCO.N#Cc1c(SC(C(=O)O)c2ccccc2)nc2c(c1-c1cccs1)CCCC2,inactive,452.6010000000003,5.477180000000003,2.0,6.0,4.406492410668235
CHEMBL1470135,Cc1oc2c(c1C(=O)c1ccccc1)C(=O)C(=O)c1ccccc1-2,inactive,316.312,3.865020000000002,0.0,4.0,4.314885530953461
CHEMBL1304402,CN1CCN(C(c2ccccn2)c2cc(Cl)c3cccnc3c2O)CC1,inactive,368.8680000000001,3.3256000000000014,1.0,5.0,4.0
CHEMBL1431075,CC(C)c1nnc(NC(=O)c2nc(S(=O)(=O)Cc3ccc(F)cc3)ncc2Cl)s1,inactive,455.9240000000001,3.470200000000002,1.0,8.0,4.017819254403597
CHEMBL1304374,COc1cc(Cl)cc(C(c2c(C(=O)O)[nH]c3ccccc23)c2c(C(=O)O)[nH]c3ccccc23)c1O,inactive,490.8990000000002,5.5934000000000035,5.0,4.0,4.771343041891065
CHEMBL1311811,C#CCOc1c(Cl)cc(/C=C2/C(=O)ON=C2C)cc1OCC,inactive,319.7440000000001,3.0668000000000015,0.0,5.0,4.0
CHEMBL1470182,COc1cc(/C=C2\SC(NS(=O)(=O)Cc3ccccc3)=NC2=O)c([N+](=O)[O-])cc1OC,inactive,463.4930000000002,2.701900000000001,1.0,8.0,4.253521490069969
CHEMBL3144932,Cc1[nH]n(-c2ccccc2)c(=O)c1C(c1cccc([N+](=O)[O-])c1O)c1c(C)[nH]n(-c2ccccc2)c1=O,inactive,497.5110000000002,4.055440000000003,3.0,7.0,4.500863005462617
CHEMBL1334390,COC(=O)CCC(=O)OC1(C)C(=O)C2=CN(CC3CC3)C(c3ccc(OC)cc3)=CC2=C(Br)C1=O,inactive,544.3980000000003,3.701500000000003,0.0,8.0,4.514988785421427
CHEMBL1431018,CC1=NN(c2ccc(Br)cc2)C(=O)/C1=C/c1ccc(-c2ccccc2C(=O)O)o1,inactive,451.2760000000002,5.213400000000004,1.0,4.0,4.52360317327467
CHEMBL1364062,CCCCCc1c2c(cc(O)c1C(=O)O)OC(=O)c1cc(C(=O)CCCC)c(OC)cc1O2,inactive,456.4910000000003,5.529500000000004,2.0,7.0,4.409381051793422
CHEMBL1391737,O=C(NCc1ccccc1)c1sc(=S)n2c1[nH]c(=O)c1ccccc12,inactive,367.4550000000001,3.5017900000000015,2.0,5.0,4.113509274827518
CHEMBL1430983,COc1cc(/C=C2\SC(=O)N(Cc3ccc(Cl)cc3)C2=O)cc([N+](=O)[O-])c1O,inactive,420.83000000000015,4.198900000000004,1.0,7.0,4.170953663146817
CHEMBL461622,Nc1scc2c(C(=O)O)nn(-c3ccccc3)c(=O)c12,inactive,287.30000000000007,1.7276,2.0,6.0,4.346884006834433
CHEMBL1587422,Cc1ccc(C)c(-n2c3nc(=O)[nH]c(=O)c-3cc3cc([N+](=O)[O-])ccc32)c1,inactive,362.3450000000001,2.7038400000000005,1.0,6.0,4.82623117686335
CHEMBL1344491,CCCc1nnc(NC(=O)c2nc(S(=O)(=O)Cc3cccc(C)c3)ncc2Cl)s1,inactive,451.9610000000001,3.4686200000000023,1.0,8.0,4.0
CHEMBL1509648,Cc1ccc(/C=C/C(=O)Nc2ccc([N+](=O)[O-])c(NC(=O)/C=C/c3ccc(C)o3)c2)o1,inactive,421.40900000000016,4.701440000000003,2.0,6.0,4.0
CHEMBL1509676,COC(=O)c1ccc(N2NC(=O)/C(=C/c3ccc(-c4ccc(Cl)c(C(=O)O)c4)o3)C2=O)cc1,inactive,466.8330000000002,3.5462000000000016,2.0,6.0,4.923359556329658
CHEMBL1541379,CSc1nnc(NC(=O)c2nc(S(=O)(=O)Cc3ccccc3)ncc2Cl)s1,inactive,441.9470000000001,2.9296000000000015,1.0,9.0,4.2955063029907015
CHEMBL1509704,CSc1ccc(C(c2c(C(=O)O)[nH]c3ccccc23)c2c(C(=O)O)[nH]c3ccccc23)cc1,inactive,456.5230000000002,5.947700000000004,4.0,3.0,4.311936303053655
CHEMBL1402473,Cc1nc(COC(=O)c2cc(O)c3ccccc3c2O)cs1,inactive,315.35,3.3729200000000015,2.0,6.0,4.366026844210326
CHEMBL3145223,Cc1[nH]n(-c2ccccc2)c(=O)c1C(c1ccc(O)c([N+](=O)[O-])c1)c1c(C)[nH]n(-c2ccccc2)c1=O,inactive,497.5110000000002,4.055440000000003,3.0,7.0,4.542723813938674
CHEMBL1402497,CCCCCCSc1nc(O)c(C2OC(=O)c3c2ccc(OC)c3OC)c(=O)n1CC,inactive,448.5410000000003,3.9182000000000032,1.0,9.0,4.244582537189063
CHEMBL1532323,O=C(CCN1C(=O)/C(=C\c2ccccc2F)SC1=S)Nc1ccc(C(=O)O)c(O)c1,inactive,446.48100000000017,3.459500000000001,3.0,6.0,4.488517711373999
CHEMBL1492926,CC1=NN(c2ccc(Cl)c(C(=O)O)c2)C(=O)/C1=C\c1ccc(-c2ccc(C(=O)O)cc2)o1,inactive,450.8340000000002,4.802500000000003,2.0,5.0,4.711303739409744
CHEMBL3194554,C=CCOC(=O)C1=C(C)N=c2s/c(=C3\C(=O)N(CC(=O)O)c4ccccc43)c(=O)n2C1c1ccc(OC)cc1.CC(=O)O,inactive,605.6250000000003,1.8652999999999997,2.0,10.0,4.226432951073941
CHEMBL1880447,CC1=NN(c2ccccc2)C(=O)C1=Cc1ccccc1,inactive,262.31199999999995,3.492700000000002,0.0,2.0,4.225994269741791
CHEMBL1732567,O=C(O)C1=CC[C@@H](c2ccc(Cl)cc2)N(S(=O)(=O)c2ccc(Cl)cc2)[C@H]1c1ccc(Br)cc1,inactive,567.2880000000002,6.643900000000004,1.0,3.0,4.437707135543525
CHEMBL1440703,CC(=O)Nc1cc(OC(C)=O)c2nonc2c1OC(C)=O,inactive,293.235,1.0317999999999998,1.0,8.0,4.419759491734624
CHEMBL1458660,Cc1ccc(S(=O)(=O)Nc2ccccc2-c2ccccc2NS(=O)(=O)c2ccc(C)cc2)cc1,inactive,492.6220000000002,5.572040000000004,2.0,4.0,4.26129869956529
CHEMBL1431163,CN(C)S(=O)(=O)c1cccc(-c2nn(-c3ccccc3)cc2/C=C2\SC(=S)N(CC(=O)O)C2=O)c1,inactive,528.6370000000003,3.075400000000001,1.0,8.0,4.099414413350038
